39,3,10,2007,11,2,44327
7,4,40,2007,3,3,79473
103,3,24,2007,8,1,44545
65,1,37,2007,8,2,20033
57,7,4,2007,12,4,67001
97,4,6,2007,9,9,43622
4,2,31,2007,5,8,17688
92,7,4,2007,11,8,7521
59,3,10,2007,2,3,48411
68,2,31,2007,9,7,40512
63,7,27,2007,1,8,15165
101,2,9,2007,9,8,95957
82,6,17,2007,10,3,15596
44,3,10,2007,1,5,67070
96,7,4,2007,12,3,94981
86,5,5,2007,12,9,43792
103,3,21,2007,6,4,26633
57,7,27,2007,12,2,84828
57,7,27,2007,1,2,63939
46,1,14,2007,12,6,50423
69,5,43,2007,10,6,98003
57,7,4,2007,4,3,42716
83,6,17,2007,8,1,8153
41,5,43,2007,9,5,15130
8,4,18,2007,10,3,38209
83,6,33,2007,12,5,60108
24,4,18,2007,6,7,89622
52,6,17,2007,12,9,89767
46,1,14,2007,1,6,48662
101,2,9,2007,7,5,76461
37,6,17,2007,12,3,88780
60,4,18,2007,2,5,80109
19,5,5,2007,2,4,62341
43,5,5,2007,4,2,39723
5,6,44,2007,1,4,90819
48,1,46,2007,9,1,44895
82,6,12,2007,7,7,69739
69,5,47,2007,8,2,68560
101,2,9,2007,8,6,22145
81,4,18,2007,7,1,36689
47,1,37,2007,1,2,17033
85,2,31,2007,8,5,73112
25,1,37,2007,4,8,15172
39,3,38,2007,1,5,57429
14,1,37,2007,3,8,17365
47,1,37,2008,3,5,89244
14,1,46,2008,12,2,95923
101,2,7,2008,1,1,57862
97,4,6,2008,7,1,99815
85,2,7,2008,5,4,30028
24,4,6,2008,1,6,75846
33,7,4,2008,6,1,79435
43,5,47,2008,5,5,51770
43,5,47,2008,9,9,5721
69,5,43,2008,8,5,21438
101,2,9,2008,4,6,9061
15,6,33,2008,3,2,44335
72,3,24,2008,9,3,20375
28,6,12,2008,5,4,70316
45,5,5,2008,2,9,43245
41,5,43,2008,6,2,47157
103,3,21,2008,1,7,19863
85,2,31,2008,7,7,84406
64,2,31,2008,2,9,27812
85,2,9,2008,11,2,23974
85,2,9,2008,10,1,88115
95,5,43,2008,12,9,21522
24,4,18,2008,12,2,87082
52,6,33,2008,4,4,28373
58,6,13,2008,2,7,61213
32,3,38,2008,11,7,87350
96,7,27,2008,10,8,47221
96,7,4,2008,9,8,59570
97,4,6,2008,6,4,61804
19,5,47,2008,1,9,25525
1,5,5,2008,10,9,75830
65,1,14,2008,12,6,93744
44,3,21,2008,6,3,12653
17,4,18,2008,1,2,32669
68,2,9,2008,7,8,25722
68,2,9,2008,6,1,86518
85,2,7,2008,7,1,57798
57,7,4,2008,12,7,81716
57,7,4,2008,1,2,54075
96,7,4,2008,9,2,23215
92,7,4,2008,4,5,82707
14,1,46,2008,10,1,66116
24,4,30,2008,12,7,88845
68,2,31,2008,8,8,4145
5,6,33,2008,11,7,75389
52,6,17,2008,12,5,33034
22,1,37,2008,10,9,22165
44,3,10,2008,7,8,31084
4,2,7,2008,4,5,52809
54,6,13,2008,4,3,72540
1,5,5,2008,11,5,22780
71,2,31,2008,5,9,2567
69,5,47,2008,6,7,64815
8,4,30,2008,1,9,33924
82,6,33,2008,12,3,7207
32,3,38,2008,8,4,43096
47,1,14,2008,10,2,76683
47,1,14,2008,9,9,13841
23,3,21,2008,9,5,30988
20,4,40,2008,9,1,4894
101,2,31,2008,11,7,7985
25,1,37,2008,1,6,34492
4,2,9,2008,11,3,48817
96,7,27,2008,1,5,29109
57,7,4,2008,8,6,77781
60,4,18,2008,5,9,98559
31,1,37,2008,7,8,35916
72,3,21,2008,6,2,67192
92,7,4,2008,6,5,71449
1,5,43,2008,10,9,22429
47,1,46,2008,5,6,87919
96,7,27,2008,1,5,21817
50,2,31,2008,8,4,79619
5,6,33,2008,11,6,56331
57,7,27,2008,7,1,10120
81,4,40,2008,7,4,90807
46,1,46,2008,5,5,59883
68,2,9,2008,10,4,50792
24,4,30,2008,4,4,23179
39,3,38,2008,4,8,69461
85,2,31,2008,7,4,67488
96,7,27,2008,12,7,77209
43,5,43,2008,6,2,40652
64,2,9,2008,7,3,13730
32,3,38,2008,3,5,69465
94,5,47,2008,5,4,38200
50,2,7,2008,9,8,70800
46,1,46,2008,5,5,36295
59,3,10,2008,6,1,66517
41,5,5,2008,2,4,28768
102,1,14,2008,2,3,14843
97,4,29,2008,6,4,6196
63,7,4,2008,3,7,24431
94,5,5,2008,1,5,73334
40,4,6,2008,6,3,3851
8,4,29,2008,12,3,71796
15,6,44,2008,3,8,81777
31,1,37,2008,9,9,37899
76,3,24,2008,5,2,76281
57,7,4,2008,11,1,5144
87,1,37,2008,8,3,82164
102,1,37,2008,4,5,88479
61,6,17,2008,4,6,90158
8,4,30,2008,11,1,86876
46,1,46,2008,4,7,33054
85,2,31,2008,8,1,41334
102,1,46,2009,7,8,59215
7,4,29,2009,1,7,5486
63,7,4,2009,11,7,16076
57,7,27,2009,11,9,34449
83,6,13,2009,7,2,23936
59,3,38,2009,11,2,15397
71,2,31,2009,7,8,59893
45,5,47,2009,1,5,9202
92,7,27,2009,3,2,17540
39,3,24,2009,6,8,70530
53,6,12,2009,11,9,78010
19,5,43,2009,6,4,33943
19,5,5,2009,1,8,89591
43,5,47,2009,12,6,78145
61,6,12,2009,2,9,79289
71,2,9,2009,1,2,88987
82,6,33,2009,7,5,52921
33,7,27,2009,7,5,39438
32,3,21,2009,3,7,67690
72,3,21,2009,7,9,86993
33,7,4,2009,5,5,50168
102,1,14,2009,2,8,92410
40,4,18,2009,8,3,4520
71,2,7,2009,6,8,31365
40,4,18,2009,2,4,40561
33,7,4,2009,6,7,76744
37,6,33,2009,5,5,64880
69,5,43,2009,1,1,76526
20,4,30,2009,1,1,9595
20,4,29,2009,1,2,62702
103,3,38,2009,6,8,63719
57,7,4,2009,8,5,2183
72,3,38,2009,9,2,31533
61,6,44,2009,12,5,42143
5,6,12,2009,11,9,88907
83,6,33,2009,5,4,4536
24,4,29,2009,3,6,67253
72,3,24,2009,3,5,61604
31,1,37,2009,7,4,85849
5,6,12,2009,6,6,20311
92,7,4,2009,9,5,48488
103,3,21,2009,6,3,31413
96,7,4,2009,7,8,74196
32,3,10,2009,8,1,2738
19,5,43,2009,8,2,35173
64,2,7,2009,9,8,10063
56,6,44,2009,1,3,40143
29,6,44,2009,4,2,64595
61,6,33,2009,10,7,65526
4,2,31,2009,3,6,89270
81,4,29,2009,2,1,6553
1,5,47,2009,3,1,30720
45,5,47,2009,3,1,33406
96,7,27,2009,5,7,60976
87,1,14,2009,2,3,30034
83,6,44,2009,6,7,75065
96,7,4,2009,10,5,39008
95,5,47,2009,10,2,20498
14,1,46,2009,9,6,99166
59,3,24,2009,6,6,78752
40,4,18,2009,3,4,42893
64,2,9,2009,7,2,78467
57,7,4,2009,8,1,31328
90,2,7,2009,11,8,20082
71,2,7,2009,9,8,38765
44,3,10,2009,7,9,40628
86,5,47,2009,3,3,59432
76,3,21,2009,7,1,26015
20,4,40,2009,4,2,69269
87,1,37,2009,7,6,2967
17,4,29,2009,7,5,43174
63,7,27,2009,2,9,49081
58,6,17,2009,10,5,68644
85,2,9,2009,9,3,38110
56,6,33,2009,7,4,43001
46,1,14,2009,6,1,63059
41,5,47,2009,5,5,52487
44,3,21,2009,7,2,25064
50,2,9,2009,2,4,58318
39,3,38,2009,12,7,95880
46,1,37,2009,2,9,69880
5,6,13,2009,4,5,70514
17,4,40,2009,6,9,3867
48,1,37,2009,7,7,17684
81,4,30,2009,6,4,30716
95,5,43,2009,1,9,80066
54,6,33,2009,1,5,71284
51,6,13,2009,6,7,32836
48,1,37,2009,12,2,59041
96,7,27,2009,8,9,93649
33,7,27,2009,2,1,7477
33,7,4,2009,1,4,78993
96,7,4,2009,3,6,40847
101,2,7,2009,10,9,84907
23,3,21,2009,7,8,4030
103,3,24,2009,2,6,75549
45,5,43,2009,3,1,13416
1,5,5,2009,3,6,60190
92,7,27,2009,3,5,91179
33,7,4,2009,12,6,98490
90,2,9,2009,3,8,55154
7,4,30,2009,12,5,46034
85,2,7,2009,12,6,30511
39,3,38,2009,6,8,67837
61,6,44,2009,6,1,5469
95,5,43,2009,10,2,47021
19,5,43,2010,6,3,90890
76,3,38,2010,6,4,90537
76,3,24,2010,7,3,8770
91,2,9,2010,4,5,41852
14,1,46,2010,11,3,76692
52,6,17,2010,3,4,31698
81,4,6,2010,10,2,28330
72,3,10,2010,11,9,56957
85,2,9,2010,12,3,19343
8,4,6,2010,4,8,33540
5,6,17,2010,3,4,30353
86,5,43,2010,4,5,57438
8,4,6,2010,12,4,46461
101,2,9,2010,12,2,2155
90,2,9,2010,3,6,78104
87,1,14,2010,3,7,1626
14,1,46,2010,7,3,79847
48,1,37,2010,2,1,27838
57,7,27,2010,9,6,5771
96,7,4,2010,2,3,30544
69,5,5,2010,2,1,33186
96,7,4,2010,11,2,3073
41,5,43,2010,1,8,43737
23,3,38,2010,9,7,43517
33,7,27,2010,3,7,41385
94,5,47,2010,6,2,63392
48,1,46,2010,12,4,29972
63,7,4,2010,7,9,72662
97,4,18,2010,2,2,62367
72,3,38,2010,9,8,89080
24,4,6,2010,5,2,41278
25,1,46,2010,11,3,51682
90,2,31,2010,3,5,98382
39,3,24,2010,9,5,93378
4,2,9,2010,4,3,77308
33,7,27,2010,12,4,36739
32,3,24,2010,7,5,26535
31,1,14,2010,6,3,46416
39,3,38,2010,11,3,72346
57,7,27,2010,2,3,77906
43,5,43,2010,3,2,43672
59,3,38,2010,5,9,43883
86,5,47,2010,4,5,56714
4,2,7,2010,12,1,61175
25,1,14,2010,1,6,15863
41,5,43,2010,4,9,94011
48,1,14,2010,10,5,58848
71,2,31,2010,12,5,15200
103,3,10,2010,11,1,16554
63,7,4,2010,7,5,46322
34,6,13,2010,12,1,43670
40,4,40,2010,7,5,11434
37,6,13,2010,5,8,16237
46,1,14,2010,2,3,60484
7,4,29,2010,8,4,30560
101,2,31,2010,11,1,65758
85,2,9,2010,8,7,56139
52,6,33,2010,12,7,43076
68,2,7,2010,6,2,76118
48,1,37,2010,7,7,63941
54,6,12,2010,3,6,44412
53,6,17,2010,4,4,55283
19,5,5,2010,8,5,79106
41,5,47,2010,11,3,25523
19,5,43,2010,5,4,63708
97,4,30,2010,7,9,75277
94,5,5,2010,4,4,74924
15,6,44,2010,5,6,40388
44,3,21,2010,6,9,63476
101,2,31,2010,8,7,30951
43,5,47,2010,5,7,93966
92,7,4,2010,6,3,43141
44,3,10,2010,6,1,72370
23,3,24,2010,1,2,78958
20,4,30,2010,3,1,8112
20,4,30,2010,8,6,66521
34,6,33,2010,9,4,80315
102,1,14,2010,4,8,50967
63,7,4,2010,11,1,59510
86,5,47,2010,7,4,43762
31,1,14,2010,2,1,13534
45,5,47,2010,10,3,51052
8,4,6,2010,5,2,55669
65,1,46,2010,12,7,5844
41,5,5,2010,5,2,92575
57,7,27,2010,12,6,12690
102,1,46,2010,2,6,9326
46,1,46,2010,9,2,81911
60,4,6,2010,4,2,78718
76,3,10,2010,11,3,55927
64,2,9,2010,12,9,59765
1,5,47,2010,1,8,84067
22,1,37,2010,2,1,17058
24,4,6,2010,9,3,73347
22,1,14,2010,6,5,72469
25,1,37,2010,12,4,20418
103,3,38,2010,10,4,39227
23,3,38,2010,6,6,11694
59,3,24,2010,12,8,91567
81,4,6,2010,12,2,57045
32,3,10,2010,3,2,32911
94,5,43,2010,4,1,9166
101,2,31,2010,3,5,76377
91,2,31,2010,8,5,23832
14,1,14,2010,9,8,95103
86,5,47,2010,10,3,38681
23,3,10,2010,3,7,1545
